recent-300
FILE 	 HUFFSIZE 	 ORIGINAL SIZE 	 WORDSIZE
1971_04_07_3876.huff 	 24417 	 14219 	 2612
1971_05_20_3877.huff 	 2649 	 1641 	 273
1972_01_20_3878.huff 	 37399 	 22498 	 4016
1972_01_25_3879.huff 	 24502 	 14341 	 2537
1972_05_08_3880.huff 	 21428 	 12715 	 2243
1972_11_06_3881.huff 	 5255 	 3152 	 597
1972_11_07_3882.huff 	 6230 	 3634 	 703
1973_01_20_3588.huff 	 16487 	 9713 	 1819
1973_01_23_3884.huff 	 11494 	 6895 	 1257
1973_04_30_3885.huff 	 26190 	 15404 	 2773
1973_08_15_3886.huff 	 34647 	 20461 	 3630
1974_01_30_3887.huff 	 47567 	 28681 	 5209
1974_02_25_3888.huff 	 49792 	 28996 	 5414
1974_04_29_3872.huff 	 46692 	 27013 	 4814
1974_08_08_3871.huff 	 16168 	 9649 	 1811
1974_08_09_3390.huff 	 8030 	 4578 	 850
1974_08_09_3891.huff 	 17011 	 8997 	 1837
1974_09_08_5598.huff 	 10492 	 5834 	 1094
1974_09_16_3522.huff 	 5887 	 3482 	 594
1974_09_18_5498.huff 	 19928 	 12184 	 2096
1974_10_08_3283.huff 	 43600 	 25104 	 4356
1975_01_15_5499.huff 	 41017 	 24233 	 4179
1975_04_10_5500.huff 	 58374 	 35761 	 6117
1975_04_23_3392.huff 	 23072 	 13481 	 2400
1975_05_27_3985.huff 	 13745 	 7662 	 1377
1975_08_01_3393.huff 	 27034 	 16596 	 2798
1975_12_07_5501.huff 	 21947 	 13305 	 2267
1976_01_19_5599.huff 	 49003 	 29053 	 5031
1976_08_19_3394.huff 	 28080 	 16184 	 2930
1976_08_19_5842.huff 	 7350 	 4067 	 788
1976_09_23_5546.huff 	 129712 	 75256 	 13833
1976_10_06_5538.huff 	 123287 	 72438 	 13124
1976_10_22_5539.huff 	 125429 	 72517 	 13282
1977_01_12_5600.huff 	 45599 	 27761 	 4762
1977_01_20_3286.huff 	 11731 	 6686 	 1229
1977_02_02_3396.huff 	 33232 	 19773 	 3527
1977_03_09_3397.huff 	 47424 	 27516 	 4974
1977_04_18_3398.huff 	 25505 	 14543 	 2676
1977_05_22_3399.huff 	 30971 	 18315 	 3236
1977_09_07_3928.huff 	 6355 	 3857 	 697
1977_11_08_3400.huff 	 23646 	 13939 	 2509
1978_01_19_5537.huff 	 43546 	 25999 	 4656
1978_09_17_3401.huff 	 7245 	 4462 	 753
1978_10_24_5547.huff 	 31892 	 18801 	 3300
1978_12_15_3935.huff 	 8509 	 5379 	 926
1979_01_23_5533.huff 	 31355 	 19215 	 3328
1979_07_15_3402.huff 	 34452 	 19722 	 3682
1979_11_13_5852.huff 	 35218 	 20439 	 3702
1980_01_04_3403.huff 	 13004 	 8245 	 1363
1980_01_23_3404.huff 	 32455 	 19778 	 3470
1980_04_25_3936.huff 	 7865 	 4726 	 817
1980_07_17_3406.huff 	 44550 	 25991 	 4699
1980_08_14_5534.huff 	 44971 	 26234 	 4789
1980_10_28_5535.huff 	 146985 	 85334 	 15526
1981_01_14_5536.huff 	 20492 	 12293 	 2189
1981_01_20_3407.huff 	 23330 	 13352 	 2453
1981_01_29_5853.huff 	 42734 	 24618 	 4573
1981_04_28_5446.huff 	 23620 	 13476 	 2461
1981_05_17_5854.huff 	 32445 	 17730 	 3313
